shipment_id,order_date,origin_city,destination_city,carrier,distance_km,weight_kg,delivery_time_days,shipping_cost_inr,status,cost_per_km,order_month,is_delayed,distance_km_minmax,weight_kg_minmax,shipping_cost_inr_minmax,delivery_time_days_minmax,distance_km_zscore,weight_kg_zscore,shipping_cost_inr_zscore,delivery_time_days_zscore
SHP10002,2024-09-28,Delhi,Hyderabad,Blue Dart,445.72,30.36,1.43,2403.69,Delivered,5.39,9,0,0.2997,0.7569,0.3096,0.1532,-0.6948,1.455,-0.6568,-0.8487
SHP10763,2024-05-13,Chennai,Delhi,Blue Dart,1115.71,18.18,4.79,4488.05,Delivered,4.02,5,0,0.7658,0.4502,0.5934,0.7066,1.5655,0.2428,0.7219,1.6105
SHP10242,2024-06-05,Chennai,Delhi,Delhivery,152.03,16.78,0.5,1000.38,Delivered,6.58,6,0,0.0953,0.4149,0.1185,0.0,-1.6856,0.1035,-1.5851,-1.5293
SHP10888,2024-10-14,Chennai,Pune,FedEx,131.98,20.79,0.66,1017.16,Delivered,7.71,10,0,0.0814,0.5159,0.1208,0.0264,-1.7532,0.5025,-1.574,-1.4122
SHP10966,2024-06-08,Ahmedabad,Pune,UPS,826.57,7.46,0.68,4107.15,Delivered,4.97,6,0,0.5646,0.1803,0.5416,0.0296,0.59,-0.8241,0.47,-1.3976
SHP10967,2024-02-27,Bengaluru,Delhi,UPS,572.57,1.3,2.04,2303.07,Delivered,4.02,2,0,0.3879,0.0252,0.2959,0.2537,-0.2669,-1.4371,-0.7234,-0.4022
SHP10073,2024-08-06,Delhi,Mumbai,DHL,586.79,4.31,2.0,3347.68,Delivered,5.71,8,0,0.3978,0.101,0.4381,0.2471,-0.2189,-1.1375,-0.0324,-0.4315
SHP10117,2024-12-13,Delhi,Nagpur,Delhivery,959.06,13.575,3.27,4676.19,Delayed,4.88,12,1,0.6568,0.3342,0.6191,0.4562,1.037,-0.2155,0.8464,0.498
SHP10389,2024-09-13,Mumbai,Nagpur,FedEx,1079.33,16.46,4.0,3300.9300000000003,Delivered,3.06,9,0,0.7405,0.4069,0.4318,0.5765,1.4428,0.0716,-0.0633,1.0323
SHP10494,2024-08-07,Nagpur,Hyderabad,Delhivery,244.46,4.39,1.91,1155.84,Delivered,4.73,8,0,0.1596,0.103,0.1396,0.2322,-1.3738,-1.1296,-1.4823,-0.4974
SHP10111,2024-09-06,Delhi,Chennai,Blue Dart,471.17,13.575,1.23,3064.55,Delivered,6.5,9,0,0.3174,0.3342,0.3996,0.1202,-0.6089,-0.2155,-0.2197,-0.9951
SHP10005,2024-08-26,Hyderabad,Ahmedabad,DHL,839.39,3.24,2.72,3269.13,In Transit,3.89,8,0,0.5735,0.074,0.4274,0.3657,0.6333,-1.244,-0.0843,0.0955
SHP10404,2024-09-02,Delhi,Chennai,DHL,781.98,29.9,2.09,4366.98,Delivered,5.58,9,0,0.5336,0.7453,0.5769,0.2619,0.4396,1.4092,0.6419,-0.3656
SHP10797,2024-03-13,Delhi,Kolkata,FedEx,632.15,27.59,1.97,3092.81,Delivered,4.89,3,0,0.4294,0.6871,0.4034,0.2421,-0.0659,1.1793,-0.201,-0.4534
SHP10573,2024-08-07,Jaipur,Chennai,FedEx,830.33,8.44,2.99,4354.59,Cancelled,5.24,8,0,0.5672,0.205,0.5753,0.4101,0.6027,-0.7265,0.6337,0.2931
SHP10482,2024-11-20,Bengaluru,Chennai,Blue Dart,221.15,40.01625,1.74,1736.68,Delivered,7.85,11,0,0.1434,1.0,0.2187,0.2042,-1.4524,2.4159,-1.098,-0.6218
SHP10823,2024-05-28,Nagpur,Delhi,FedEx,586.98,3.93,3.0,3315.34,Delivered,5.65,5,0,0.3979,0.0914,0.4337,0.4118,-0.2182,-1.1754,-0.0538,0.3004
SHP10473,2024-02-19,Kolkata,Nagpur,UPS,1406.21,24.73,6.571249999999999,6568.25,Delivered,4.67,2,0,0.9679,0.6151,0.8767,1.0,2.5455,0.8947,2.098,2.9142
SHP10008,2024-06-30,Chennai,Ahmedabad,Blue Dart,451.42,13.575,2.29,1935.81,Delivered,4.29,6,0,0.3036,0.3342,0.2459,0.2948,-0.6756,-0.2155,-0.9663,-0.2192
SHP10856,2024-08-09,Bengaluru,Jaipur,DHL,315.17,17.73,0.5,1998.84,Delivered,6.34,8,0,0.2088,0.4389,0.2544,0.0,-1.1352,0.198,-0.9246,-1.5293
SHP10056,2024-05-20,Ahmedabad,Bengaluru,Blue Dart,765.51,19.95,2.97,4795.11,Delayed,6.26,5,1,0.5221,0.4948,0.6353,0.4068,0.384,0.4189,0.9251,0.2784
SHP10258,2024-02-01,Delhi,Nagpur,FedEx,1256.19,2.24,4.92,7008.55,Delayed,5.58,2,1,0.8635,0.0488,0.9367,0.728,2.0394,-1.3435,2.3892,1.7056
SHP10850,2024-09-13,Nagpur,Bengaluru,Delhivery,306.89,22.98,0.83,1481.72,In Transit,4.83,9,0,0.2031,0.5711,0.184,0.0544,-1.1632,0.7205,-1.2667,-1.2878
SHP10979,2024-06-28,Kolkata,Pune,DHL,622.8,13.58,0.78,2980.42,Cancelled,4.79,6,0,0.4228,0.3344,0.3881,0.0461,-0.0974,-0.215,-0.2753,-1.3244
SHP10702,2024-08-05,Jaipur,Kolkata,Delhivery,229.56,23.62,2.36,1617.62,Delayed,7.05,8,1,0.1493,0.5872,0.2025,0.3064,-1.424,0.7842,-1.1768,-0.168
SHP10084,2024-07-13,Jaipur,Ahmedabad,Blue Dart,301.38,1.24,1.24,1470.63,In Transit,4.88,7,0,0.1992,0.0237,0.1825,0.1219,-1.1817,-1.4431,-1.274,-0.9877
SHP10403,2024-06-12,Hyderabad,Bengaluru,FedEx,573.85,22.59,2.04,3360.29,Delivered,5.86,6,0,0.3888,0.5612,0.4398,0.2537,-0.2625,0.6817,-0.024,-0.4022
SHP10159,2024-11-02,Bengaluru,Jaipur,Blue Dart,698.62,22.38,2.57,4144.02,Delayed,5.93,11,1,0.4756,0.5559,0.5466,0.341,0.1584,0.6608,0.4944,-0.0143
SHP10720,2024-08-17,Bengaluru,Ahmedabad,FedEx,818.38,5.55,3.46,3300.9300000000003,In Transit,4.03,8,0,0.5589,0.1322,0.4318,0.4875,0.5624,-1.0141,-0.0633,0.6371
SHP10125,2024-08-26,Mumbai,Pune,UPS,819.86,8.42,3.37,3842.43,Delivered,4.69,8,0,0.5599,0.2045,0.5055,0.4727,0.5674,-0.7285,0.2949,0.5712
SHP10834,2024-04-29,Hyderabad,Pune,Delhivery,296.42,5.45,1.34,1469.1,Delivered,4.96,4,0,0.1958,0.1297,0.1823,0.1384,-1.1985,-1.0241,-1.275,-0.9145
SHP10902,2024-02-14,Delhi,Ahmedabad,UPS,968.55,13.575,3.66,3863.73,Delivered,3.99,2,0,0.6634,0.3342,0.5084,0.5205,1.069,-0.2155,0.309,0.7835
SHP10486,2024-07-02,Hyderabad,Delhi,Delhivery,869.92,12.36,3.83,4920.76,Cancelled,5.66,7,0,0.5948,0.3037,0.6524,0.5485,0.7363,-0.3364,1.0082,0.9079
SHP10354,2024-08-16,Nagpur,Bengaluru,FedEx,363.41,10.63,1.41,2067.05,In Transit,5.69,8,0,0.2424,0.2601,0.2637,0.1499,-0.9725,-0.5086,-0.8795,-0.8633
SHP10785,2024-10-09,Jaipur,Delhi,Blue Dart,705.86,1.43,2.54,3010.67,In Transit,4.27,10,0,0.4806,0.0285,0.3922,0.336,0.1828,-1.4242,-0.2553,-0.0363
SHP10809,2024-11-04,Kolkata,Bengaluru,DHL,456.83,40.01625,1.32,3317.95,Cancelled,7.26,11,0,0.3074,1.0,0.4341,0.1351,-0.6573,2.4159,-0.0521,-0.9292
SHP10388,2024-04-09,Kolkata,Bengaluru,UPS,551.28,10.86,2.44,2479.57,Delivered,4.5,4,0,0.3731,0.2659,0.3199,0.3195,-0.3387,-0.4857,-0.6066,-0.1095
SHP10339,2024-06-05,Nagpur,Ahmedabad,UPS,209.52,11.07,1.38,1035.23,Cancelled,4.94,6,0,0.1353,0.2712,0.1232,0.1449,-1.4916,-0.4648,-1.562,-0.8853
SHP10081,2024-10-07,Bengaluru,Pune,FedEx,113.99,12.11,1.48,703.21,Delivered,6.17,10,0,0.0689,0.2974,0.078,0.1614,-1.8139,-0.3613,-1.7817,-0.8121
SHP10238,2024-07-15,Nagpur,Ahmedabad,UPS,638.83,15.48,2.71,2942.24,Cancelled,4.61,7,0,0.434,0.3822,0.3829,0.364,-0.0433,-0.0259,-0.3006,0.0882
SHP10959,2024-08-25,Chennai,Hyderabad,DHL,524.28,19.59,2.47,3392.09,Delivered,6.47,8,0,0.3543,0.4857,0.4442,0.3245,-0.4298,0.3831,-0.003,-0.0875
SHP10716,2024-08-11,Delhi,Ahmedabad,Blue Dart,773.17,15.78,3.14,4658.02,Delivered,6.02,8,0,0.5275,0.3898,0.6166,0.4348,0.4099,0.004,0.8344,0.4029
SHP10202,2024-10-16,Jaipur,Nagpur,Delhivery,741.15,12.41,2.545,3644.37,Delivered,4.92,10,0,0.5052,0.3049,0.4785,0.3368,0.3019,-0.3314,0.1639,-0.0326
SHP10965,2024-03-29,Bengaluru,Hyderabad,FedEx,945.58,26.99,3.32,5461.34,Delivered,5.78,3,0,0.6474,0.672,0.726,0.4645,0.9915,1.1196,1.3658,0.5346
SHP10228,2024-08-13,Bengaluru,Hyderabad,FedEx,852.54,0.76,3.74,3917.29,Cancelled,4.59,8,0,0.5827,0.0116,0.5157,0.5337,0.6777,-1.4908,0.3444,0.842
SHP10997,2024-06-03,Kolkata,Pune,Delhivery,83.32,14.19,0.5,689.43,Delayed,8.27,6,1,0.0475,0.3497,0.0761,0.0,-1.9174,-0.1543,-1.7908,-1.5293
SHP10216,2024-12-09,Chennai,Jaipur,DHL,410.36,10.02,1.96,2175.37,Cancelled,5.3,12,0,0.2751,0.2447,0.2785,0.2405,-0.8141,-0.5693,-0.8079,-0.4608
SHP10598,2024-10-08,Hyderabad,Ahmedabad,UPS,601.36,14.78,2.46,3022.66,Delayed,5.03,10,1,0.4079,0.3646,0.3939,0.3228,-0.1697,-0.0956,-0.2474,-0.0948
SHP10050,2024-06-08,Mumbai,Delhi,DHL,975.59,17.49,3.59,3300.9300000000003,Delivered,3.38,6,0,0.6683,0.4328,0.4318,0.509,1.0928,0.1741,-0.0633,0.7322
SHP10584,2024-07-30,Jaipur,Mumbai,Blue Dart,1228.21,10.06,2.545,7201.5,In Transit,5.86,7,0,0.844,0.2457,0.963,0.3368,1.945,-0.5653,2.5168,-0.0326
SHP10516,2024-06-07,Bengaluru,Chennai,UPS,247.94,13.32,2.07,1176.52,Delivered,4.75,6,0,0.1621,0.3278,0.1425,0.2586,-1.362,-0.2409,-1.4686,-0.3803
SHP10831,2024-01-21,Jaipur,Pune,UPS,650.16,11.83,1.31,4078.82,Delivered,6.27,1,0,0.4419,0.2903,0.5377,0.1334,-0.0051,-0.3892,0.4512,-0.9365
SHP10602,2024-02-18,Jaipur,Mumbai,Delhivery,848.96,0.3,4.24,3115.74,Delivered,3.67,2,0,0.5802,0.0,0.4065,0.616,0.6656,-1.5366,-0.1858,1.208
SHP10201,2024-03-31,Delhi,Mumbai,Blue Dart,709.51,6.88,3.23,4225.98,Delivered,5.96,3,0,0.4832,0.1657,0.5577,0.4497,0.1951,-0.8818,0.5486,0.4687
SHP10704,2024-06-17,Ahmedabad,Nagpur,Delhivery,1162.97,40.01625,4.45,5152.77,Delivered,4.43,6,0,0.7986,1.0,0.684,0.6506,1.7249,2.4159,1.1616,1.3616
SHP10194,2024-09-20,Delhi,Kolkata,Blue Dart,815.56,26.97,2.17,4955.64,Delivered,6.08,9,0,0.557,0.6715,0.6571,0.2751,0.5529,1.1176,1.0312,-0.3071
SHP10898,2024-12-12,Ahmedabad,Mumbai,FedEx,340.0,16.22,0.56,2046.87,Delivered,6.02,12,0,0.2261,0.4008,0.261,0.0099,-1.0515,0.0477,-0.8929,-1.4854
SHP10676,2024-08-07,Nagpur,Pune,DHL,376.73,11.63,0.5,3300.9300000000003,Delivered,8.76,8,0,0.2517,0.2853,0.4318,0.0,-0.9275,-0.4091,-0.0633,-1.5293
SHP10839,2024-05-12,Bengaluru,Delhi,Delhivery,454.78,18.79,1.4,2218.63,Delivered,4.88,5,0,0.306,0.4656,0.2844,0.1482,-0.6642,0.3035,-0.7792,-0.8706
SHP10236,2024-06-11,Mumbai,Bengaluru,UPS,728.23,12.99,5.68,3300.9300000000003,Delivered,4.53,6,0,0.4962,0.3195,0.4318,0.8532,0.2583,-0.2737,-0.0633,2.2619
SHP10593,2024-01-24,Jaipur,Chennai,DHL,844.57,3.25,4.16,3811.22,Delayed,4.51,1,1,0.5771,0.0743,0.5013,0.6028,0.6508,-1.243,0.2742,1.1494
SHP10255,2024-05-08,Chennai,Ahmedabad,Delhivery,816.57,2.32,3.05,4590.89,Delivered,5.62,5,0,0.5577,0.0509,0.6074,0.42,0.5563,-1.3356,0.79,0.337
SHP10443,2024-09-17,Jaipur,Chennai,Blue Dart,473.04,4.7,0.5,2290.58,Delayed,4.84,9,1,0.3187,0.1108,0.2942,0.0,-0.6026,-1.0987,-0.7316,-1.5293
SHP10597,2024-10-18,Mumbai,Kolkata,DHL,1249.49,29.73,5.57,5547.98,Delivered,4.44,10,0,0.8588,0.741,0.7378,0.8351,2.0168,1.3923,1.4231,2.1814
SHP10559,2024-09-14,Ahmedabad,Mumbai,FedEx,527.81,9.59,2.92,2460.25,Delivered,4.66,9,0,0.3568,0.2339,0.3173,0.3986,-0.4179,-0.6121,-0.6194,0.2419
SHP10990,2024-07-14,Jaipur,Nagpur,FedEx,870.8,1.97,3.29,3446.05,In Transit,3.96,7,0,0.5954,0.042,0.4515,0.4595,0.7393,-1.3704,0.0327,0.5127
SHP10426,2024-06-01,Ahmedabad,Chennai,DHL,812.18,40.01625,3.26,4715.66,Cancelled,5.81,6,0,0.5546,1.0,0.6244,0.4546,0.5415,2.4159,0.8725,0.4907
SHP10452,2024-09-13,Mumbai,Nagpur,Blue Dart,764.51,12.79,4.04,3551.75,Delivered,4.65,9,0,0.5214,0.3145,0.4659,0.5831,0.3807,-0.2936,0.1026,1.0616
SHP10989,2024-09-06,Mumbai,Kolkata,Delhivery,586.63,16.35,2.51,3443.76,In Transit,5.87,9,0,0.3977,0.4041,0.4512,0.3311,-0.2194,0.0607,0.0312,-0.0582
SHP10479,2024-09-29,Mumbai,Ahmedabad,UPS,543.02,16.05,1.11,2406.21,Delivered,4.43,9,0,0.3673,0.3966,0.3099,0.1005,-0.3665,0.0308,-0.6552,-1.0829
SHP10047,2024-08-05,Delhi,Chennai,Delhivery,173.13,1.34,2.545,3300.9300000000003,Delivered,19.07,8,0,0.11,0.0262,0.4318,0.3368,-1.6144,-1.4331,-0.0633,-0.0326
SHP10529,2024-10-11,Bengaluru,Mumbai,Blue Dart,56.82,32.77,0.61,956.91,In Transit,16.84,10,0,0.0291,0.8175,0.1125,0.0181,-2.0068,1.6948,-1.6138,-1.4488
SHP10647,2024-12-03,Pune,Nagpur,FedEx,532.89,6.06,2.64,3097.97,Delayed,5.81,12,1,0.3603,0.145,0.4041,0.3525,-0.4007,-0.9634,-0.1976,0.0369
SHP10019,2024-01-07,Mumbai,Nagpur,UPS,1167.1,11.56,3.56,5240.78,Returned,4.49,1,1,0.8015,0.2835,0.6959,0.504,1.7389,-0.416,1.2199,0.7103
SHP10725,2024-09-22,Delhi,Pune,FedEx,274.63,12.42,1.44,1698.35,Delivered,6.18,9,0,0.1806,0.3052,0.2135,0.1548,-1.272,-0.3304,-1.1234,-0.8414
SHP10783,2024-03-19,Kolkata,Pune,FedEx,611.39,5.72,2.545,2517.55,Delivered,4.12,3,0,0.4149,0.1365,0.3251,0.3368,-0.1359,-0.9972,-0.5815,-0.0326
SHP10341,2024-12-08,Bengaluru,Nagpur,FedEx,371.5,19.0,1.2,2336.67,Delivered,6.29,12,0,0.248,0.4708,0.3004,0.1153,-0.9452,0.3244,-0.7012,-1.017
SHP10686,2024-12-24,Jaipur,Chennai,Blue Dart,805.46,40.01625,2.05,5256.62,Cancelled,6.53,12,0,0.5499,1.0,0.6981,0.2553,0.5188,2.4159,1.2303,-0.3949
SHP10679,2024-09-21,Pune,Kolkata,FedEx,414.41,40.01625,0.64,2389.11,Delivered,5.77,9,0,0.2779,1.0,0.3076,0.0231,-0.8004,2.4159,-0.6665,-1.4269
SHP10629,2024-04-11,Jaipur,Chennai,Blue Dart,631.1,2.59,3.55,3135.09,Delayed,4.97,4,1,0.4286,0.0577,0.4092,0.5024,-0.0694,-1.3087,-0.173,0.7029
SHP10592,2024-07-14,Mumbai,Pune,Blue Dart,646.61,18.93,3.55,3056.5,Delivered,4.73,7,0,0.4394,0.4691,0.3985,0.5024,-0.0171,0.3174,-0.225,0.7029
SHP10836,2024-03-10,Mumbai,Jaipur,UPS,708.11,16.37,2.79,3455.61,Delivered,4.88,3,0,0.4822,0.4046,0.4528,0.3772,0.1904,0.0627,0.039,0.1467
SHP10933,2024-05-25,Jaipur,Nagpur,FedEx,639.95,15.6,1.79,3594.52,In Transit,5.62,5,0,0.4348,0.3852,0.4717,0.2125,-0.0395,-0.014,0.1309,-0.5852
SHP10364,2024-12-27,Mumbai,Chennai,Delhivery,485.9,12.83,2.39,2035.69,Delivered,4.19,12,0,0.3276,0.3155,0.2595,0.3113,-0.5592,-0.2896,-0.9002,-0.1461
SHP10177,2024-02-10,Pune,Nagpur,Delhivery,851.37,6.83,2.91,3579.66,Cancelled,4.2,2,0,0.5819,0.1644,0.4697,0.397,0.6737,-0.8868,0.1211,0.2345
SHP10644,2024-03-29,Hyderabad,Delhi,Blue Dart,652.68,17.69,2.03,2885.62,Returned,4.42,3,1,0.4436,0.4379,0.3752,0.252,0.0034,0.194,-0.338,-0.4095
SHP10060,2024-12-17,Pune,Chennai,Delhivery,720.63,16.07,2.545,2916.0,Delayed,4.05,12,1,0.4909,0.3971,0.3793,0.3368,0.2326,0.0328,-0.3179,-0.0326
SHP10788,2024-02-23,Chennai,Kolkata,Delhivery,593.08,11.51,4.52,3606.62,Delivered,6.08,2,0,0.4022,0.2823,0.4734,0.6621,-0.1977,-0.421,0.1389,1.4129
SHP10992,2024-04-26,Nagpur,Kolkata,UPS,199.59,2.37,1.24,1074.31,Delivered,5.38,4,0,0.1284,0.0521,0.1285,0.1219,-1.5251,-1.3306,-1.5362,-0.9877
SHP10304,2024-02-05,Mumbai,Kolkata,FedEx,420.06,4.33,1.35,2578.95,In Transit,6.14,2,0,0.2818,0.1015,0.3334,0.14,-0.7814,-1.1356,-0.5409,-0.9072
SHP10923,2024-06-01,Chennai,Bengaluru,FedEx,791.08,5.27,3.13,4490.98,In Transit,5.68,6,0,0.5399,0.1251,0.5938,0.4332,0.4703,-1.042,0.7239,0.3955
SHP10673,2024-08-10,Mumbai,Jaipur,Blue Dart,860.47,19.9,2.4,3587.99,Delivered,4.17,8,0,0.5882,0.4935,0.4709,0.313,0.7044,0.414,0.1266,-0.1387
SHP10773,2024-07-29,Hyderabad,Kolkata,DHL,505.47,25.91,2.68,3083.89,Delayed,6.1,7,1,0.3412,0.6448,0.4022,0.3591,-0.4932,1.0121,-0.2069,0.0662
SHP10107,2024-04-21,Jaipur,Ahmedabad,FedEx,277.47,11.33,0.5,1360.78,Delivered,4.9,4,0,0.1826,0.2777,0.1675,0.0,-1.2624,-0.4389,-1.3467,-1.5293
SHP10759,2024-05-28,Bengaluru,Jaipur,Blue Dart,324.45,35.77,0.78,2257.89,Delivered,6.96,5,0,0.2153,0.8931,0.2897,0.0461,-1.1039,1.9934,-0.7533,-1.3244
SHP10802,2024-10-12,Jaipur,Ahmedabad,UPS,1330.88,13.13,3.65,6253.58,Delivered,4.7,10,0,0.9155,0.323,0.8339,0.5188,2.2914,-0.2598,1.8898,0.7761
SHP10587,2024-08-20,Nagpur,Mumbai,DHL,987.48,5.48,3.7,4895.05,Delivered,4.96,8,0,0.6766,0.1304,0.6489,0.5271,1.1329,-1.0211,0.9912,0.8127
SHP10819,2024-09-02,Mumbai,Chennai,DHL,1452.3899999999999,21.82,6.571249999999999,7473.45125,Delivered,5.15,9,0,1.0,0.5418,1.0,1.0,2.7013,0.6051,2.6967,2.9142
SHP10099,2024-08-12,Hyderabad,Kolkata,DHL,716.94,20.77,3.97,4086.71,Delivered,5.7,8,0,0.4883,0.5154,0.5388,0.5715,0.2202,0.5006,0.4565,1.0103
SHP10233,2024-07-27,Kolkata,Ahmedabad,UPS,15.0,9.33,2.545,302.97,Delivered,20.2,7,0,0.0,0.2274,0.0235,0.3368,-2.1479,-0.638,-2.0464,-0.0326
SHP10502,2024-05-11,Kolkata,Jaipur,FedEx,986.93,40.01625,4.56,4784.28,Delivered,4.85,5,0,0.6762,1.0,0.6338,0.6687,1.131,2.4159,0.9179,1.4422
SHP10439,2024-09-03,Hyderabad,Kolkata,UPS,292.44,36.17,0.5,1585.85,Delayed,5.42,9,1,0.193,0.9032,0.1982,0.0,-1.2119,2.0332,-1.1978,-1.5293
SHP10419,2024-08-16,Hyderabad,Jaipur,Blue Dart,467.27,33.32,2.17,2851.53,Delivered,6.1,8,0,0.3146,0.8314,0.3706,0.2751,-0.6221,1.7495,-0.3606,-0.3071
SHP10543,2024-06-17,Nagpur,Jaipur,Blue Dart,609.85,8.79,2.12,3264.9,Delivered,5.35,6,0,0.4138,0.2138,0.4269,0.2668,-0.1411,-0.6917,-0.0871,-0.3437
SHP10395,2024-09-19,Nagpur,Mumbai,Delhivery,838.25,16.93,2.545,3156.97,Delivered,3.77,9,0,0.5727,0.4187,0.4122,0.3368,0.6294,0.1184,-0.1585,-0.0326
SHP10366,2024-02-06,Hyderabad,Chennai,DHL,638.33,21.17,2.09,3412.54,Delivered,5.35,2,0,0.4337,0.5255,0.447,0.2619,-0.045,0.5404,0.0105,-0.3656
SHP10181,2024-02-22,Chennai,Kolkata,DHL,15.0,5.54,1.17,139.79,Delivered,9.32,2,0,0.0,0.1319,0.0013,0.1104,-2.1479,-1.0151,-2.1544,-1.039
SHP10012,2024-04-19,Pune,Mumbai,FedEx,703.78,15.74,3.17,2941.26,Delivered,4.18,4,0,0.4792,0.3888,0.3828,0.4398,0.1758,-0.0,-0.3012,0.4248
SHP10623,2024-06-12,Hyderabad,Nagpur,Delhivery,31.84,31.53,0.5,526.33,In Transit,16.53,6,0,0.0117,0.7863,0.0539,0.0,-2.0911,1.5714,-1.8987,-1.5293
SHP10085,2024-03-17,Jaipur,Kolkata,Delhivery,311.67,13.575,0.92,3300.9300000000003,Delivered,10.59,3,0,0.2064,0.3342,0.4318,0.0692,-1.147,-0.2155,-0.0633,-1.2219
SHP10810,2024-12-28,Delhi,Kolkata,UPS,1020.9,30.24,2.22,4806.09,Delivered,4.71,12,0,0.6998,0.7538,0.6367,0.2833,1.2456,1.443,0.9323,-0.2705
SHP10861,2024-11-02,Mumbai,Hyderabad,DHL,638.8,10.31,2.545,2526.27,Delivered,3.95,11,0,0.434,0.252,0.3263,0.3368,-0.0434,-0.5404,-0.5757,-0.0326
SHP10969,2024-10-11,Mumbai,Chennai,Blue Dart,680.39,27.75,3.23,4376.24,Delivered,6.43,10,0,0.4629,0.6912,0.5782,0.4497,0.0969,1.1952,0.648,0.4687
SHP10608,2024-03-17,Bengaluru,Hyderabad,Blue Dart,909.21,20.63,2.545,4290.95,Delivered,4.72,3,0,0.6221,0.5119,0.5666,0.3368,0.8688,0.4866,0.5916,-0.0326
SHP10170,2024-06-22,Nagpur,Chennai,Delhivery,946.56,17.46,2.29,5319.89,Delivered,5.62,6,0,0.6481,0.4321,0.7067,0.2948,0.9948,0.1711,1.2722,-0.2192
SHP10635,2024-04-08,Pune,Hyderabad,UPS,553.39,13.575,2.64,2675.26,Delivered,4.83,4,0,0.3746,0.3342,0.3466,0.3525,-0.3316,-0.2155,-0.4772,0.0369
SHP10135,2024-03-30,Jaipur,Delhi,FedEx,612.86,13.575,3.33,3264.84,Returned,5.33,3,1,0.4159,0.3342,0.4269,0.4661,-0.1309,-0.2155,-0.0872,0.5419
SHP10576,2024-05-05,Bengaluru,Chennai,FedEx,387.47,5.48,2.92,1620.8,Delivered,4.18,5,0,0.2591,0.1304,0.203,0.3986,-0.8913,-1.0211,-1.1747,0.2419
SHP10301,2024-05-22,Delhi,Hyderabad,DHL,1259.42,13.0,5.01,7473.45125,Delivered,5.93,5,0,0.8657,0.3198,1.0,0.7428,2.0503,-0.2727,2.6967,1.7715
SHP10160,2024-05-03,Pune,Mumbai,UPS,958.63,1.05,3.68,5308.19,Delivered,5.54,5,0,0.6565,0.0189,0.7051,0.5238,1.0356,-1.462,1.2645,0.7981
SHP10600,2024-01-11,Ahmedabad,Nagpur,FedEx,1452.3899999999999,4.36,5.75,7473.45125,Delivered,5.15,1,0,1.0,0.1022,1.0,0.8647,2.7013,-1.1326,2.6967,2.3131
SHP10320,2024-03-29,Nagpur,Pune,FedEx,467.53,6.81,0.5,1910.02,Returned,4.09,3,1,0.3148,0.1639,0.2423,0.0,-0.6212,-0.8887,-0.9834,-1.5293
SHP10474,2024-07-22,Chennai,Kolkata,DHL,695.46,13.575,3.58,3041.78,Delayed,4.37,7,1,0.4734,0.3342,0.3965,0.5073,0.1477,-0.2155,-0.2347,0.7249
SHP10921,2024-09-29,Chennai,Ahmedabad,FedEx,1452.3899999999999,18.16,1.78,1908.74,Delivered,1.31,9,0,1.0,0.4497,0.2422,0.2108,2.7013,0.2408,-0.9842,-0.5925
SHP10525,2024-10-09,Delhi,Mumbai,Delhivery,631.91,40.01625,3.14,3739.13,In Transit,5.92,10,0,0.4292,1.0,0.4914,0.4348,-0.0667,2.4159,0.2265,0.4029
SHP10542,2024-01-12,Mumbai,Chennai,Blue Dart,480.56,16.63,1.72,1936.06,Delivered,4.03,1,0,0.3239,0.4112,0.2459,0.2009,-0.5773,0.0885,-0.9661,-0.6364
SHP10838,2024-02-12,Delhi,Mumbai,UPS,863.59,17.99,3.08,5253.26,Delayed,6.08,2,1,0.5904,0.4454,0.6976,0.425,0.7149,0.2239,1.2281,0.359
SHP10121,2024-04-19,Hyderabad,Delhi,Delhivery,607.7,36.24,3.18,3134.61,Delivered,5.16,4,0,0.4123,0.9049,0.4091,0.4414,-0.1483,2.0401,-0.1733,0.4321
SHP10743,2024-11-24,Ahmedabad,Mumbai,UPS,1159.01,5.31,3.41,6432.68,Delivered,5.55,11,0,0.7959,0.1261,0.8583,0.4793,1.7116,-1.038,2.0083,0.6005
SHP10187,2024-02-10,Kolkata,Delhi,FedEx,913.69,3.08,3.69,4495.06,Delivered,4.92,2,0,0.6252,0.07,0.5944,0.5254,0.8839,-1.26,0.7266,0.8054
SHP10016,2024-08-14,Jaipur,Nagpur,UPS,360.46,7.16,2.28,1721.32,Delivered,4.78,8,0,0.2403,0.1727,0.2166,0.2932,-0.9824,-0.8539,-1.1082,-0.2266
SHP10848,2024-07-31,Bengaluru,Kolkata,DHL,658.31,40.01625,4.09,3978.49,Delivered,6.04,7,0,0.4476,1.0,0.524,0.5913,0.0224,2.4159,0.3849,1.0982
SHP10487,2024-05-12,Jaipur,Bengaluru,Blue Dart,772.61,19.76,2.63,3462.89,In Transit,4.48,5,0,0.5271,0.49,0.4538,0.3508,0.408,0.4,0.0438,0.0296
SHP10464,2024-11-20,Mumbai,Kolkata,DHL,15.0,13.575,0.86,221.89,Delivered,14.79,11,0,0.0,0.3342,0.0124,0.0593,-2.1479,-0.2155,-2.1,-1.2659
SHP10349,2024-12-23,Ahmedabad,Mumbai,Blue Dart,663.95,14.01,2.33,3956.0,Delivered,5.96,12,0,0.4515,0.3452,0.521,0.3014,0.0414,-0.1722,0.37,-0.19
