shipment_id,order_date,origin_city,destination_city,carrier,distance_km,weight_kg,delivery_time_days,shipping_cost_inr,status
SHP10487,2024-05-12,Jaipur,Bengaluru,BlueDart,772.61,19.76,2.63,3462.89,In Transit
SHP10464,11-20-2024,Mumbai,Kolkata,dhl,15.0,,0.86,221.89,Delivered
SHP10349,2024-12-23,Ahmedabad,Mumbai,Blue Dart,663.95,14.01,2.33,3956.0,Delivered
SHP10724,12-05-2024,Delhi,Jaipur,DHL,780.48,9.25,3.26,3620.17,Delivered
SHP10480,2024-07-20,Mumbai,Nagpur,Delhivery,15.0,9.71,0.96,258.78,Delivered
SHP10106,04-25-2024,Ahmedabad,Hyderabad,dhl,363.56,26.13,0.69,2113.52,Cancelled
SHP10818,05-22-2024,Hyderabad,Jaipur,dhl,353.07,30.39,1.35,1709.43,Delivered
SHP10023,2024-06-17,Delhi,Pune,blue dart,394.03,10.58,1.89,1724.04,Delayed
SHP10844,10/05/2024,Mumbai,Nagpur,DELHIVERY,621.15,28.72,1.9,3900.94,Delivered
SHP10069,04-03-2024,Delhi,Nagpur,D.H.L,1364.78,18.16,6.28,6854.28,In Transit
SHP10742,2024-08-15,Delhi,Pune,D.H.L,851.9,9.18,3.47,5019.77,Delivered
SHP10453,09-28-2024,Chennai,Ahmedabad,delhivery,739.38,6.99,2.28,3993.67,Delayed
SHP10554,2024-01-25,Mumbai,Chennai,DHL,892.03,35.14,3.27,5792.71,Delivered
SHP10649,07/04/2024,Kolkata,Bengaluru,BlueDart,975.12,5.69,3.72,,In Transit
SHP10654,2024-08-13,Hyderabad,Delhi,fedex,513.93,34.87,1.73,2500.2,Delivered
SHP10347,08-07-2024,Bengaluru,Mumbai,BlueDart,615.4,27.62,2.84,3593.64,Returned
SHP10372,2024-05-27,Delhi,Hyderabad,UPS,319.83,2.24,1.81,1307.12,Delivered
SHP10887,12-10-2024,Delhi,Bengaluru,blue dart,732.09,18.35,2.93,3877.1,In Transit
SHP10074,2024-08-08,Jaipur,Chennai,U.P.S.,373.13,34.83,0.5,2455.92,Delivered
SHP10218,09-20-2024,Bengaluru,Jaipur,FEDEX,717.29,,3.55,3558.01,Delivered
SHP10535,09-12-2024,Bengaluru,Hyderabad,D.H.L,192.24,17.69,1.07,1309.98,Delivered
SHP10265,2024-08-30,Nagpur,Kolkata,fedex,929.11,6.85,3.03,5319.0,Delivered
SHP10935,30/10/2024,Kolkata,Delhi,fedex,834.1,13.1,3.18,5131.14,Delivered
SHP10110,2024-07-29,Nagpur,Jaipur,UPS,723.13,11.83,3.0,,Delayed
SHP10985,2024-06-01,Pune,Mumbai,Delhivery,987.93,4.38,4.85,5584.23,Delivered
SHP10995,2024-08-26,Bengaluru,Ahmedabad,DHL,574.35,2.29,3.04,3075.64,Delivered
SHP10298,2024-07-11,Bengaluru,Hyderabad,blue dart,424.78,38.51,1.41,3256.48,In Transit
SHP10185,07-31-2024,Chennai,Jaipur,,1016.52,21.16,4.93,6586.82,Cancelled
SHP10286,07-17-2024,Bengaluru,Delhi,Blue Dart,739.68,21.6,2.84,4819.63,Delivered
SHP10804,2024-04-19,Mumbai,Ahmedabad,ups,880.55,12.43,,4961.08,Delivered
SHP10370,01-10-2024,Pune,Kolkata,D.H.L,532.08,33.03,2.39,2884.12,Delivered
SHP10457,12-02-2024,Ahmedabad,Nagpur,dhl,571.29,11.66,2.38,2587.84,In Transit
SHP10428,03-25-2024,Kolkata,Ahmedabad,Delhivery,812.75,83.68,3.67,4731.61,Delayed
SHP10061,06-11-2024,Ahmedabad,,Fed Ex,722.5,2.12,4.16,3578.74,Cancelled
SHP10815,2024-10-01,Chennai,Delhi,dhl,914.66,15.68,3.77,5224.59,In Transit
SHP10335,2024-02-22,Mumbai,Bengaluru,DHL,1576.55,19.4,,,Delivered
SHP10472,08/10/2024,Mumbai,Pune,Delhivery,693.65,12.49,2.15,3314.7,Delivered
SHP10713,2024-09-14,Jaipur,Pune,UPS,262.12,14.69,3.07,1437.45,In Transit
SHP10651,12-26-2024,Hyderabad,Nagpur,ups,639.21,21.11,2.51,3693.36,Delayed
SHP10817,11-08-2024,Pune,Hyderabad,U.P.S.,862.56,3.55,2.58,3649.75,Delivered
SHP10778,07-13-2024,Ahmedabad,Mumbai,dhl,809.67,12.14,1.72,4408.82,Returned
SHP10865,2024-10-24,Nagpur,Ahmedabad,DHL,678.88,42.42,2.41,3506.87,Delivered
SHP10307,16/09/2024,Bengaluru,Chennai,Fed Ex,653.97,22.47,2.89,3789.29,Delivered
SHP10858,2024-03-11,Bengaluru,,Blue Dart,263.78,13.64,1.25,1707.41,Delivered
SHP10134,16/12/2024,Jaipur,Chennai,blue dart,204.48,29.79,0.8,1347.84,Delivered
SHP10033,12-05-2024,Pune,Hyderabad,DELHIVERY,869.23,2.8,2.96,4393.21,Delayed
SHP10776,01-18-2024,Nagpur,Kolkata,fedex,389.08,8.48,0.86,,Delayed
SHP10355,2024-01-23,Pune,Bengaluru,delhivery,1046.64,,5.83,51215.09507758082,Delayed
SHP10057,2024-04-04,Kolkata,Chennai,DELHIVERY,495.87,-6.1,2.03,2047.58,Delivered
SHP10414,11/12/2024,Delhi,Hyderabad,D.H.L,644.07,6.54,3.33,2500.49,Delivered
SHP10631,19/07/2024,Bengaluru,Pune,DHL,656.15,22.8,,4194.97,Delivered
SHP10764,14/01/2024,Hyderabad,Kolkata,Fed Ex,473.89,3.5,1.67,2591.63,Delivered
SHP10900,16/10/2024,Kolkata,Hyderabad,U.P.S.,825.0,31.21,3.19,5400.41,Delivered
SHP10579,11/06/2024,Jaipur,Hyderabad,Delhivery,1421.1,3.03,5.22,7946.66,Delivered
SHP10318,2024-08-10,Nagpur,Mumbai,DELHIVERY,312.52,31.14,3.22,1869.07,Delivered
SHP10291,2024-08-30,Hyderabad,Chennai,,446.75,,0.5,1923.98,Delivered
SHP10046,20/12/2024,Pune,Bengaluru,,1235.3,,6.02,6571.55,In Transit
SHP10277,2024-08-09,Mumbai,Pune,blue dart,642.31,9.59,5.03,3143.59,Delivered
SHP10854,11-11-2024,Delhi,Bengaluru,FedEx,943.09,12.44,5.24,5005.76,Cancelled
SHP10941,2024-01-14,Bengaluru,Nagpur,Delhivery,630.2,7.83,2.37,2486.63,Delivered
SHP10224,06/08/2024,Kolkata,Jaipur,FedEx,1037.51,41.42,4.16,5811.81,Delayed
SHP10912,2024-03-30,Jaipur,Ahmedabad,Delhivery,590.12,9.58,1.79,3172.79,Delivered
SHP10280,10-03-2024,Jaipur,Pune,D.H.L,916.74,8.48,5.42,4386.41,Delayed
SHP10094,2024-05-11,Mumbai,Jaipur,ups,685.77,8.26,2.57,3456.52,Delivered
SHP10000,02/11/2024,Mumbai,Hyderabad,UPS,338.0,22.68,0.5,,Delivered
SHP10851,2024-02-17,Ahmedabad,Mumbai,U.P.S.,952.64,12.45,3.04,5363.94,Delivered
SHP10768,07-11-2024,Chennai,Mumbai,U.P.S.,114.01,28.51,0.5,,Delivered
SHP10683,08-09-2024,Pune,Bengaluru,D.H.L,239.45,35.07,1.48,1727.43,Delivered
SHP10066,2024-05-08,Delhi,Jaipur,D.H.L,268.77,2.26,2.92,1065.9,Delivered
SHP10951,09-30-2024,Bengaluru,Jaipur,Delhivery,107.95,11.11,0.5,855.21,Delayed
SHP10733,2024-07-16,Hyderabad,Chennai,fedex,563.1,28.21,0.5,3385.96,Returned
SHP10415,2024-11-22,Nagpur,Mumbai,Delhivery,120.62,19.86,0.5,919.78,Delivered
SHP10983,29/03/2024,Kolkata,Jaipur,BlueDart,403.46,1.39,,1570.84,Delivered
SHP10677,2024-08-06,Mumbai,Chennai,dhl,814.43,3.0,2.99,3576.95,Delivered
SHP10294,07/12/2024,Jaipur,Chennai,Delhivery,892.56,8.34,3.03,4675.67,Cancelled
SHP10685,04-05-2024,Chennai,Hyderabad,FEDEX,915.14,9.72,3.31,4599.15,Delivered
SHP10755,12-20-2024,Mumbai,Delhi,blue dart,751.54,,2.95,3302.33,Delivered
SHP10245,19/05/2024,Ahmedabad,Hyderabad,UPS,91.64,10.64,,530.95,Cancelled
SHP10257,2024-06-28,Hyderabad,Jaipur,D.H.L,163.42,20.74,1.06,1194.13,In Transit
SHP10161,01/03/2024,Delhi,Chennai,dhl,932.83,5.53,2.32,4875.22,Returned
SHP10734,22/06/2024,Bengaluru,Pune,blue dart,499.6,5.62,1.9,1853.5,Delivered
SHP10614,30/08/2024,Mumbai,Bengaluru,D.H.L,493.78,6.21,2.07,2552.48,Delivered
SHP10528,2024-11-05,Nagpur,Hyderabad,UPS,872.07,8.43,2.77,3338.6,Delivered
SHP10449,06/09/2024,Kolkata,Chennai,Blue Dart,153.39,19.57,2.52,759.97,Returned
SHP10868,2024-03-05,Delhi,Bengaluru,FEDEX,1141.86,,3.58,7245.64,Delayed
SHP10963,20/01/2024,Chennai,Ahmedabad,UPS,626.31,8.77,2.74,3283.21,In Transit
SHP10446,2024-12-21,Mumbai,Nagpur,U.P.S.,510.32,7.43,3.31,2669.38,Delayed
SHP10247,2024-03-13,Delhi,Chennai,BlueDart,948.66,12.04,2.82,4090.84,Delivered
SHP10550,12/08/2024,Kolkata,Nagpur,ups,444.62,14.38,0.5,2095.38,Delivered
SHP10239,2024-10-05,Jaipur,Ahmedabad,UPS,544.32,18.93,3.3,2831.61,Cancelled
SHP10220,07/02/2024,Pune,Chennai,Delhivery,560.1,4.3,2.72,2099.92,In Transit
SHP10842,2024-09-23,Chennai,Pune,UPS,1254.62,19.57,3.16,7365.57,In Transit
SHP10092,2024-08-13,Delhi,Hyderabad,DHL,605.77,37.38,2.2,2794.4,Delayed
SHP10114,2024-05-04,Bengaluru,Kolkata,fedex,353.41,18.55,1.18,1634.63,Delayed
SHP10781,28/02/2024,Bengaluru,Chennai,D.H.L,959.42,35.16,2.68,5631.1,Delivered
SHP10994,2024-06-07,Chennai,Mumbai,U.P.S.,903.46,9.21,2.21,3565.27,Cancelled
SHP10076,22/07/2024,Pune,Ahmedabad,DHL,679.71,25.44,2.35,4184.17,Cancelled
SHP10996,2024-03-04,Mumbai,Jaipur,DELHIVERY,555.34,8.32,1.88,2800.01,Delivered
SHP10674,2024-09-25,Kolkata,Delhi,DELHIVERY,151.7,23.71,,985.06,Delivered
SHP10386,26/03/2024,Ahmedabad,Jaipur,Delhivery,15.0,6.46,0.5,200.9,In Transit
SHP10132,23/09/2024,Ahmedabad,Delhi,,360.39,13.89,2.06,1952.0,Returned
SHP10530,06-24-2024,Nagpur,Jaipur,U.P.S.,174.06,8.49,0.5,745.8,Cancelled
SHP10553,09-04-2024,Mumbai,Bengaluru,blue dart,93.19,31.3,0.93,909.0,In Transit
SHP10058,20/10/2024,Pune,Jaipur,DHL,814.53,15.37,3.52,4582.28,Returned
SHP10289,2024-08-08,Bengaluru,Delhi,U.P.S.,1079.28,33.05,5.89,4207.98,In Transit
SHP10246,11-24-2024,Jaipur,Nagpur,delhivery,193.34,27.01,0.53,1379.69,Delivered
SHP10374,04-12-2024,Pune,Ahmedabad,Blue Dart,778.24,63.01,3.03,5305.66,Delayed
SHP10885,24/06/2024,Pune,Chennai,DHL,15.0,33.8,0.5,589.93,In Transit
SHP10040,2024-10-22,Pune,Jaipur,blue dart,451.29,14.81,2.34,2031.12,Delayed
SHP10089,10-09-2024,Mumbai,Kolkata,Delhivery,867.28,13.99,3.46,3975.12,Delayed
SHP10192,07-26-2024,Ahmedabad,Chennai,Delhivery,308.92,1.16,0.5,1415.61,Delayed
SHP10435,2024-07-04,Nagpur,Pune,D.H.L,177.84,6.24,1.16,1105.62,In Transit
SHP10068,2024-04-19,Bengaluru,Nagpur,DELHIVERY,165.3,18.96,1.45,1123.31,Delivered
SHP10672,05/10/2024,Jaipur,Delhi,ups,453.72,17.15,0.5,2417.73,Delayed
SHP10437,2024-03-28,Nagpur,Delhi,UPS,661.36,13.79,2.59,2994.15,Delivered
SHP10383,2024-10-25,Nagpur,Jaipur,FEDEX,378.07,18.67,1.89,1917.29,Delivered
SHP10139,12-02-2024,Delhi,Jaipur,D.H.L,1048.59,30.78,5.02,6621.09,Delivered
SHP10953,11-20-2024,Ahmedabad,Jaipur,dhl,874.69,4.54,3.49,3575.79,Delayed
SHP10483,08-21-2024,Kolkata,Delhi,blue dart,1131.91,30.06,5.59,4884.35,Delivered
SHP10118,05-15-2024,Jaipur,Hyderabad,Delhivery,224.69,4.45,0.5,1185.83,Delayed
SHP10430,2024-12-30,Ahmedabad,Delhi,DELHIVERY,395.44,5.17,1.55,2013.98,Delivered
SHP10937,31/01/2024,Pune,Nagpur,DELHIVERY,226.59,55.37,0.85,1980.22,In Transit
SHP10803,12-03-2024,Jaipur,Pune,dhl,1170.81,8.52,3.95,6021.14,In Transit
SHP10350,24/09/2024,Mumbai,Kolkata,Blue Dart,861.26,45.1,2.6,,Delayed
SHP10740,2024-06-20,Chennai,Delhi,Fed Ex,747.18,14.88,2.13,3496.66,In Transit
SHP10700,2024-01-13,Delhi,Hyderabad,ups,839.13,8.1,1.73,4867.14,In Transit
SHP10422,01-10-2024,Kolkata,Jaipur,DELHIVERY,582.33,16.73,2.24,3025.75,Delayed
SHP10385,16/09/2024,Nagpur,Jaipur,DELHIVERY,836.02,2.49,3.29,3273.48,Delivered
SHP10946,2024-08-10,Pune,Delhi,Blue Dart,518.97,10.29,1.57,2212.65,Delivered
SHP10612,06-21-2024,Delhi,Bengaluru,UPS,246.68,,1.86,1202.63,Delivered
SHP10014,01-04-2024,Chennai,Jaipur,Delhivery,353.14,1.21,1.0,1635.98,Delayed
SHP10375,2024-01-04,Chennai,Nagpur,DHL,600.3,5.1,1.51,3216.73,Delivered
SHP10082,10/05/2024,Hyderabad,Pune,blue dart,1036.2,28.23,3.83,5247.26,Delayed
SHP10504,16/11/2024,Delhi,Jaipur,blue dart,516.09,7.9,3.19,2646.93,Delivered
SHP10708,2024-02-20,Bengaluru,Hyderabad,FEDEX,491.66,17.12,,2962.79,Delivered
SHP10786,2024-04-14,Nagpur,Ahmedabad,ups,364.08,8.21,1.42,1567.6,Delivered
SHP10523,05-23-2024,Jaipur,Delhi,Delhivery,1134.88,15.24,2.65,,Delayed
SHP10088,2024-02-16,Delhi,Mumbai,DHL,632.48,14.22,1.19,3281.18,Delivered
SHP10363,2024-09-26,Nagpur,Hyderabad,UPS,248.74,21.17,0.93,1554.59,Delivered
SHP10273,2024-01-10,Chennai,Ahmedabad,dhl,1069.74,25.82,4.67,6499.23,Delivered
SHP10589,06-02-2024,Hyderabad,Kolkata,Delhivery,821.72,24.7,3.56,4642.2,Delivered
SHP10172,09/02/2024,Hyderabad,Ahmedabad,Blue Dart,275.28,18.03,0.5,1421.84,In Transit
SHP10563,2024-03-04,Pune,Delhi,FedEx,598.12,15.1,1.81,3693.6,Delivered
SHP10103,2024-10-06,Bengaluru,Mumbai,DELHIVERY,279.56,34.47,0.5,1856.73,Delivered
SHP10766,14/06/2024,Chennai,Ahmedabad,delhivery,543.84,8.87,2.44,2159.61,Delivered
SHP10455,13/05/2024,Chennai,Delhi,Delhivery,1177.86,6.01,5.03,6100.6,Returned
SHP10371,03/10/2024,Ahmedabad,Chennai,DELHIVERY,1224.63,5.99,5.3,4966.86,Delivered
SHP10045,17/06/2024,Ahmedabad,Kolkata,dhl,758.58,,4.1,4661.42,Delivered
SHP10433,2024-04-19,Mumbai,Nagpur,,325.19,-17.84,0.91,1477.52,Delivered
SHP10942,2024-04-17,Kolkata,Ahmedabad,D.H.L,577.79,22.44,1.74,3691.18,Delayed
SHP10432,28/05/2024,Jaipur,Kolkata,BlueDart,985.73,9.07,3.47,4643.88,Delivered
SHP10613,21/05/2024,Pune,Delhi,dhl,290.88,46.24,1.78,1717.83,In Transit
SHP10736,08-16-2024,Kolkata,Chennai,ups,834.78,43.3,4.01,5699.29,In Transit
SHP10011,04/02/2024,Hyderabad,Nagpur,Fed Ex,721.32,8.09,2.36,3460.84,Delivered
SHP10214,19/01/2024,Chennai,Nagpur,fedex,796.82,10.83,3.4,3798.98,Delivered
SHP10344,17/04/2024,Ahmedabad,Bengaluru,ups,335.87,20.32,1.08,2349.94,Cancelled
SHP10711,30/12/2024,Pune,Delhi,fedex,687.2,,1.25,3162.46,Delivered
SHP10731,30/09/2024,Chennai,Bengaluru,fedex,387.41,21.25,1.37,2097.78,Returned
SHP10147,15/06/2024,Kolkata,Jaipur,Blue Dart,1104.93,10.41,4.93,5883.96,Delivered
SHP10299,2024-03-04,Ahmedabad,Pune,DHL,1000.78,4.53,3.68,,Delivered
SHP10283,31/05/2024,Nagpur,Jaipur,fedex,495.11,28.23,2.54,2799.95,Delivered
SHP10757,20/08/2024,Hyderabad,Bengaluru,DHL,1017.32,21.03,,5849.43,In Transit
SHP10412,21/08/2024,Pune,Chennai,FEDEX,774.58,6.5,0.88,2853.1,Delivered
SHP10639,23/01/2024,Bengaluru,Hyderabad,UPS,578.6,5.0,0.7,3520.02,Delivered
SHP10807,08/03/2024,Jaipur,Bengaluru,Delhivery,788.26,,,4878.81,Delivered
SHP10981,08-13-2024,Hyderabad,Pune,fedex,1072.14,20.45,4.55,4923.43,In Transit
SHP10701,2024-05-10,Pune,Chennai,delhivery,1071.19,3.38,4.25,5317.61,Delivered
SHP10747,05-27-2024,Ahmedabad,Jaipur,fedex,330.64,1.84,1.25,1223.38,Cancelled
SHP10173,20/12/2024,Bengaluru,Hyderabad,FEDEX,721.05,44.22,,5105.23,Delivered
SHP10567,27/11/2024,Jaipur,Nagpur,D.H.L,767.94,18.69,2.36,4637.91,Returned
SHP10571,05-12-2024,Ahmedabad,Pune,delhivery,931.4,13.24,4.88,3620.41,Delivered
SHP10226,03-11-2024,Mumbai,Nagpur,Blue Dart,263.93,37.27,1.02,1912.41,Delivered
SHP10305,10-26-2024,Mumbai,Jaipur,Blue Dart,511.24,1.57,2.78,1966.21,Delayed
SHP10031,03-14-2024,Delhi,Hyderabad,delhivery,549.66,31.77,3.38,3381.71,In Transit
SHP10682,10-21-2024,Kolkata,Jaipur,Delhivery,925.44,12.32,4.3,5390.49,Delayed
SHP10835,13/09/2024,Jaipur,Ahmedabad,,1042.68,15.35,3.64,6490.62,In Transit
SHP10604,22/07/2024,Ahmedabad,Jaipur,delhivery,1128.48,12.65,3.72,5205.29,Returned
SHP10285,20/06/2024,Ahmedabad,Delhi,DHL,540.67,,1.63,2191.14,Delivered
SHP10484,09-17-2024,Bengaluru,Nagpur,blue dart,547.85,21.29,1.34,2594.63,Delayed
SHP10495,11/08/2024,Nagpur,Hyderabad,blue dart,461.5,10.66,2.07,2596.08,Delivered
SHP10928,03-14-2024,Ahmedabad,Hyderabad,ups,497.72,55.52,3.18,3160.96,In Transit
SHP10678,23/06/2024,Nagpur,Delhi,fedex,575.52,18.4,1.8,2851.27,Delivered
SHP10116,2024-05-03,Nagpur,Kolkata,DHL,651.14,40.13,2.06,,Delivered
SHP10796,2024-02-27,Jaipur,Ahmedabad,FEDEX,958.28,4.89,3.47,5167.55,In Transit
SHP10634,14/08/2024,Kolkata,Bengaluru,fedex,952.19,8.26,2.65,5590.98,Delivered
SHP10361,2024-12-10,Delhi,Ahmedabad,ups,402.1,22.2,1.44,,Delivered
SHP10095,02-27-2024,Delhi,Jaipur,ups,999.59,38.61,2.85,4534.79,Delivered
SHP10261,2024-04-06,Delhi,Chennai,UPS,360.87,31.15,2.41,2528.85,Delayed
SHP10874,2024-04-03,Ahmedabad,Kolkata,ups,725.22,,2.32,4420.82,Delivered
SHP10512,03-30-2024,Hyderabad,Delhi,FEDEX,978.55,7.12,3.64,5146.68,Delivered
SHP10684,2024-09-12,Delhi,Ahmedabad,UPS,858.8,11.9,3.37,5138.33,Returned
SHP10179,18/06/2024,Pune,Mumbai,Delhivery,334.43,11.9,0.5,1952.94,Delayed
SHP10102,24/09/2024,Bengaluru,Chennai,dhl,632.22,,2.53,2500.43,In Transit
SHP10062,05-23-2024,Nagpur,Mumbai,DELHIVERY,144.32,19.7,0.5,1236.98,In Transit
SHP10204,17/11/2024,Hyderabad,Jaipur,dhl,5658.817041524878,,3.27,,Delivered
SHP10906,2024-04-06,Bengaluru,Kolkata,Delhivery,802.71,2.45,4.25,3202.4,Delivered
SHP10697,2024-02-22,Mumbai,Nagpur,delhivery,686.37,2.34,2.37,2718.7,Delivered
SHP10184,09-20-2024,Ahmedabad,Nagpur,BlueDart,732.14,13.26,3.59,4612.43,In Transit
SHP10799,2024-09-26,Bengaluru,Mumbai,DELHIVERY,836.47,13.29,2.75,4048.48,Delivered
SHP10745,2024-09-03,Chennai,Jaipur,dhl,694.25,9.94,2.21,3460.69,Delivered
SHP10091,31/10/2024,Chennai,Kolkata,Fed Ex,527.48,13.74,1.43,3013.96,Delivered
SHP10957,07/05/2024,Chennai,Ahmedabad,fedex,219.87,42.76,0.5,1638.82,Delivered
SHP10719,03-05-2024,Mumbai,Chennai,FEDEX,763.92,30.66,4.09,3343.63,Cancelled
SHP10551,02-09-2024,Ahmedabad,Delhi,Delhivery,473.22,12.56,1.89,2863.95,Delivered
SHP10625,29/09/2024,Ahmedabad,Chennai,blue dart,850.95,0.4,4.73,4254.72,Delayed
SHP10741,12/01/2024,Mumbai,Kolkata,delhivery,285.42,11.66,0.5,1952.03,In Transit
SHP10411,2024-03-25,Jaipur,Nagpur,BlueDart,533.79,,2.04,3349.81,Delivered
SHP10346,20/12/2024,Jaipur,,U.P.S.,43.27,14.72,0.5,529.53,Delivered
SHP10493,05-05-2024,Pune,Nagpur,BlueDart,849.89,19.3,2.5,5150.94,Delivered
SHP10827,21/05/2024,Bengaluru,Chennai,,443.9,7.2,2.26,2518.44,Delivered
SHP10029,13/10/2024,Bengaluru,Ahmedabad,Blue Dart,729.12,13.88,2.66,3806.63,Delivered
SHP10054,20/09/2024,Chennai,Kolkata,Delhivery,541.47,5.78,0.6,2390.86,Delivered
SHP10721,19/10/2024,Pune,Hyderabad,ups,227.19,20.64,1.26,1648.56,Delivered
SHP10039,2024-01-16,Bengaluru,Chennai,DHL,781.89,19.51,0.82,4733.44,Delayed
SHP10157,01-02-2024,Chennai,Bengaluru,UPS,409.03,19.87,0.91,2721.17,Delayed
SHP10805,21/03/2024,Bengaluru,Nagpur,Delhivery,1033.33,3.36,4.45,,Delivered
SHP10146,2024-08-11,Jaipur,Bengaluru,delhivery,15.0,4.15,0.5,130.49,In Transit
SHP10221,2024-06-19,Kolkata,Pune,D.H.L,91.25,5.43,0.5,476.72,Delivered
SHP10901,25/12/2024,Mumbai,Chennai,delhivery,1137.5,15.39,4.05,6089.12,Delayed
SHP10784,01/02/2024,Hyderabad,Nagpur,ups,820.37,1.4,3.05,3330.47,Delivered
SHP10765,07-26-2024,Kolkata,Chennai,U.P.S.,851.07,22.72,4.93,4577.68,Delivered
SHP10932,11/03/2024,Kolkata,Delhi,ups,451.68,24.39,3.9,2652.51,Delayed
SHP10394,04/01/2024,Pune,Delhi,delhivery,423.31,13.92,1.43,2208.88,Delivered
SHP10052,06-01-2024,Hyderabad,Pune,UPS,181.71,10.49,1.52,1005.23,Delivered
SHP10632,2024-04-24,Jaipur,Nagpur,D.H.L,620.05,42.09,2.31,3967.91,Delivered
SHP10730,12-15-2024,Chennai,Kolkata,Delhivery,661.95,10.47,2.23,2895.03,Delayed
SHP10359,10-02-2024,Hyderabad,Chennai,blue dart,405.75,15.25,2.03,2267.96,Delivered
SHP10594,05-21-2024,Bengaluru,Ahmedabad,fedex,338.9,18.96,1.07,2322.18,Delayed
SHP10402,2024-11-18,Chennai,Jaipur,UPS,336.68,7.91,1.57,1576.82,Cancelled
SHP10782,23/04/2024,Jaipur,Ahmedabad,DELHIVERY,701.19,,4.42,4218.94,Cancelled
SHP10421,2024-12-04,Nagpur,Chennai,Fed Ex,444.43,8.35,2.83,1731.09,Returned
SHP10448,08/11/2024,Chennai,Hyderabad,Delhivery,879.6,3.38,,4823.07,In Transit
SHP10165,02-28-2024,Nagpur,Ahmedabad,DHL,1127.14,17.59,3.68,6296.24,Delayed
SHP10284,2024-12-02,Ahmedabad,Delhi,UPS,912.28,5.55,5.38,4294.1,Delivered
SHP10080,2024-02-18,Kolkata,Pune,dhl,653.43,16.07,1.53,2906.18,Delivered
SHP10227,12-26-2024,Delhi,Hyderabad,Blue Dart,231.9,25.63,0.5,1094.84,In Transit
SHP10447,12-04-2024,Kolkata,Delhi,blue dart,609.45,22.62,1.57,2628.91,Delayed
SHP10353,2024-12-30,Mumbai,Jaipur,blue dart,916.8,26.15,,5509.47,In Transit
SHP10310,2024-07-24,Pune,Hyderabad,DHL,308.5,9.27,0.92,1834.68,Delayed
SHP10934,2024-01-25,Delhi,Kolkata,U.P.S.,686.21,45.89,2.75,4694.13,Delivered
SHP10259,24/11/2024,Delhi,Kolkata,DELHIVERY,901.87,34.32,3.65,5780.92,Cancelled
SHP10323,12-23-2024,Nagpur,Pune,UPS,857.03,3.61,3.07,3773.7,Delivered
SHP10009,06-29-2024,Chennai,Kolkata,BlueDart,620.45,9.42,1.03,2584.8,Cancelled
SHP10726,21/11/2024,Mumbai,Chennai,FedEx,1187.22,11.92,4.26,7205.74,Delivered
SHP10538,04-13-2024,Nagpur,Mumbai,Blue Dart,355.26,5.25,1.39,2081.55,In Transit
SHP10030,07/06/2024,Pune,Kolkata,fedex,738.8,9.85,4.68,3417.21,Delivered
SHP10801,2024-08-25,Chennai,Hyderabad,Blue Dart,15.0,20.48,0.5,464.75,Delivered
SHP10334,04-18-2024,Mumbai,Jaipur,ups,475.1,20.82,1.46,2169.0,Delivered
SHP10794,09/01/2024,Delhi,Pune,BlueDart,582.05,13.45,1.58,2462.03,Delivered
SHP10974,04-23-2024,Bengaluru,Kolkata,UPS,650.86,19.58,2.09,2692.66,Delivered
SHP10517,29/04/2024,Chennai,Kolkata,UPS,962.71,11.98,4.74,5579.84,Delivered
SHP10197,23/09/2024,Chennai,Mumbai,dhl,424.35,5.98,1.75,1877.5,Delayed
SHP10802,10/12/2024,Jaipur,Ahmedabad,ups,1330.88,13.13,3.65,6253.58,Delivered
SHP10392,2024-12-27,Delhi,Mumbai,Blue Dart,135.27,4.93,0.86,639.1,In Transit
SHP10552,16/03/2024,Kolkata,Hyderabad,dhl,169.32,12.98,0.5,1165.54,Returned
SHP10800,2024-09-25,Delhi,Bengaluru,DHL,1261.63,8.6,4.53,6047.99,Delivered
SHP10641,26/08/2024,Jaipur,Hyderabad,Delhivery,943.09,3.59,3.27,3438.55,Delivered
SHP10541,11-29-2024,Bengaluru,Ahmedabad,Blue Dart,706.42,15.51,2.75,2958.52,Delivered
SHP10510,12/11/2024,Delhi,Mumbai,ups,634.18,,,4436.49,Delivered
SHP10122,2024-03-30,Mumbai,Nagpur,DHL,332.52,3.81,1.23,1935.32,Delivered
SHP10378,09/02/2024,Nagpur,Mumbai,fedex,839.71,16.46,4.06,5058.81,In Transit
SHP10038,19/12/2024,Nagpur,Ahmedabad,FEDEX,588.45,1.5,2.46,2761.5,Delivered
SHP10555,24/02/2024,Chennai,Pune,D.H.L,385.51,21.03,2.21,2385.54,Delivered
SHP10531,25/01/2024,Chennai,Jaipur,fedex,440.37,23.25,1.9,2881.98,Delivered
SHP10162,27/05/2024,Pune,Bengaluru,Fed Ex,721.58,37.17,4.02,3853.7,Delivered
SHP10067,05-06-2024,Kolkata,Mumbai,dhl,389.29,15.25,0.5,2370.55,Delivered
SHP10124,06-19-2024,Chennai,Delhi,BlueDart,1047.49,12.88,4.97,3988.2,Delivered
SHP10004,2024-10-20,Jaipur,Bengaluru,delhivery,812.95,7.57,3.47,4324.0,Delivered
SHP10691,02-02-2024,Hyderabad,Jaipur,DELHIVERY,611.37,5.41,2.72,3574.49,In Transit
